Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
karl #MarcosMamamatayTao,@eicvsfascism,2025-02-01T13:56:43.000Z,False,"The same people refuse to educate our young folks about sex, and Vic Rodriguez even refuses to grant public access to SALNs. 

While voting for public positions that enable Duterte's crimes.#TanongNgBayan#Halalan2025",0,112,374,16K,"['#TanongNgBayan', '#Halalan2025']",[],[],https://pbs.twimg.com/profile_images/1971251081629036544/zB5XpOgy_bigger.jpg,https://x.com/eicvsfascism/status/1885688735800738135,tweet_id:1885688735800738135
The LaSallian,@TheLaSallian,2025-01-25T16:22:54.000Z,False,"NatSit: 1Sambayan has revealed its lineup for the 2025 Midterm Elections, which includes Senate runners Heidi Mendoza, Luke Espiritu, France Castro, Sonny Matula, Willie Ong, Ariel Querubin, and former Sens. Bam Aquino and Kiko Pangilinan. #Halalan2025",1,7,24,2.9K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1962397865210503168/_LpICsvz_bigger.jpg,https://x.com/TheLaSallian/status/1883188809120305553,tweet_id:1883188809120305553
Roentgen,@ronaldgem,2024-10-27T03:35:33.000Z,False,"Camarines Sur 4th District Rep. Arnie Fuentebella, who will face actor Marco Gumabao in #Halalan2025, donated 5,000 relief packs to Rodriguez' donation drive.",2,8,108,4.3K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1928738836429131776/dW7AkuZ3_bigger.jpg,https://x.com/ronaldgem/status/1850380791337144543,tweet_id:1850380791337144543
Claire,@claireyu,2024-10-17T13:48:16.000Z,False,"Who would forget this press conference by Isko Moreno, Ping Lacson, Tito Sotto, Norberto Nograles, and Doc Willie Ong to stop FVP Leni Robredo for running for President last 2022 elections. Then now, ito dumidikit na #trapo #Halalan2025",1,26,71,7.8K,"['#trapo', '#Halalan2025']",[],"['\\U0001f440', '\\U0001f605']",https://pbs.twimg.com/profile_images/1655575130360168449/txXIeTg4_bigger.jpg,https://x.com/claireyu/status/1846911107589722223,tweet_id:1846911107589722223
Jay,@ace_antipolo,2024-10-08T10:11:41.000Z,False,"To be fair, natulungan ako before ng show ni Willie Revillame as I was one of their big winners during one of their segments- Red, White & Blue- sa Willing-Willie circa 2011.
But I personally wouldn't vote for him as a senator. Only dumb people will. #VoteWisely #Halalan2025",68,128,1.1K,48K,"['#VoteWisely', '#Halalan2025']",[],[],https://pbs.twimg.com/profile_images/1875544931575689216/smPmUL8w_bigger.jpg,https://x.com/ace_antipolo/status/1843595110581448936,tweet_id:1843595110581448936
ABS-CBN News,@ABSCBNNews,2024-10-08T09:06:35.000Z,True,Comedian-TV host Willie Revillame files his COC as an independent senatorial aspirant. #Halalan2025 | via ,331,429,309,148K,['#Halalan2025'],['@sherieanntorres'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1843578728099786819,tweet_id:1843578728099786819
ABS-CBN News,@ABSCBNNews,2024-10-08T08:44:45.000Z,True,"Former executive secretary Vic Rodriguez said former president Rodrigo Duterte won’t run for senator despite earlier reports.   

The senatorial aspirant said he had lunch with Duterte today here in Manila. #Halalan2025 | via ",21,15,54,40K,['#Halalan2025'],['@PaigeJavier'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1843573235704869045,tweet_id:1843573235704869045
DZAR 1026 SMNI Radio Manila,@DZAR1026,2024-10-08T08:01:58.000Z,False,"Former Executive Secretary Atty. Vic Rodriguez, naghain ng certificate of candidacy sa pagka-senador para sa 2025 midterm elections. #Halalan2025",16,33,213,4.7K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/506620769539858433/dEq-lem9_bigger.jpeg,https://x.com/DZAR1026/status/1843562465344598112,tweet_id:1843562465344598112
Daily Tribune,@tribunephl,2024-10-08T06:41:28.000Z,True,"ATE SHAWI'S MESSAGE

WATCH: Sharon Cuneta shares her message for Filipinos on Tuesday as she accompanied her husband, Kiko Pangilinan, who is running for senator, at the Comelec office in Manila Hotel. | Via King Rodriguez #Halalan2025 #DailyTribune #SharonCuneta",64,103,731,28K,"['#Halalan2025', '#DailyTribune', '#SharonCuneta']",[],[],https://pbs.twimg.com/profile_images/1894256178848206848/BMx_QdUY_bigger.jpg,https://x.com/tribunephl/status/1843542208961753305,tweet_id:1843542208961753305
Rappler,@rapplerdotcom,2024-10-07T04:54:28.000Z,True,"WATCH: Nur-Ana 'Lady Ann' Indanan Sahidulla, a former vice governor and congresswoman in Sulu, files her certificate of candidacy for senator for the 2025 polls. She also ran for the same post in 2022 but lost. #PHVote #AmbagNatin #BeTheChange   

Get live updates:",7,9,53,21K,"['#PHVote', '#AmbagNatin', '#BeTheChange']",[],[],https://pbs.twimg.com/profile_images/1583252893368717313/wUCmGve8_bigger.jpg,https://x.com/rapplerdotcom/status/1843152891517051233,tweet_id:1843152891517051233
ABS-CBN News,@ABSCBNNews,2024-10-04T10:13:00.000Z,True,"LOOK: Bong Rodriguez, who used to be the regional campaign manager of former Vice President Leni Robredo, has filed his certificate of candidacy for Camarines Sur governor.  

He will go against Rep. LRay Villafuerte who is also running for the same position. #Halalan2025 | via",40,362,3K,144K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1842145890917879951,tweet_id:1842145890917879951
Jesus Falcis,@jesusfalcis,2024-09-30T13:00:41.000Z,True,"Q: What if mag file si Doc Willie Ong tapos mamatay sya before the May 2025 Elections?

A: He will be substituted by his wife, Doc Anna Liza Ramoso Ong. If the name Willie Ong gets enough votes to win, his wife will become a Senator.#Halalan2025",97,84,523,150K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/822541032084688896/BgXtfmoR_bigger.jpg,https://x.com/jesusfalcis/status/1840738539085922347,tweet_id:1840738539085922347
Detective Mask 名探偵マスク,@DetectiveMask,2024-09-27T05:03:48.000Z,False,"If... 
Necropolitics = using someone's death for political gain

Then... 
Carcinopolitics = using one's cancer condition for political gain

I thought Doc Willie was too classy to do this, pero major red flag na talaga yung nagra-rant pa rin siya sa 2022 elections. #Halalan2025",5,12,67,6.6K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1839531361411137971,tweet_id:1839531361411137971
iMPACT Leadership,@iMPACTPH2019,2024-07-07T15:33:57.000Z,True,"'I HAVE A CONTRACT WITH TV5. NO POLITICS'

TV host Willie Revillame has shifted his stance on running for senator in the 2025 elections, linking his decision to a new contract with TV5. #Halalan2025",43,24,70,15K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1713681702726651904/8YeAQ_vn_bigger.jpg,https://x.com/iMPACTPH2019/status/1809974140973256734,tweet_id:1809974140973256734
Detective Mask 名探偵マスク,@DetectiveMask,2024-06-19T08:52:19.000Z,False,"If Sara Duterte is now ""the leader of the new opposition"", who exactly will comprise the opposition, especially for 2025?

The Dutertes? Bato n' Go? Roque? F'ng Glenn Chong? F'NG Maharlika and Vic Rodriguez? F'NG QUIBOLOY?!!

'Yang LANG ang Opposition niyo?!!#Halalan2025",1,3,23,909,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1803350084043546838,tweet_id:1803350084043546838
